0.18	0.72	0.37	0.29	0.55	3
0.1	0.6	0.33	0.42	0.26	2
0.2	0.52	0.36	0.84	0.25	3
0.09	0.6	0.66	0.19	0.59	3
0.18	0.51	0.58	0.33	0.82	4
0.08	0.58	0.6	0.64	0.1	2
0.09	0.61	0.53	0.75	0.01	2
0.06	0.77	0.72	0.19	0.56	3
0.15	0.79	0.78	0.3	0.51	3
0.2	0.68	0.73	0.48	0.28	2
0.24	0.58	0.76	0.8	0.28	3
0.25	0.1	0.03	0.09	0.15	1
0.32	0.2	0.06	0.26	0.24	1
0.29	0.06	0.19	0.55	0.51	3
0.28	0.1	0.12	0.28	0.32	2
0.3	0.08	0.4	0.02	0.67	3
0.27	0.12	0.37	0.29	0.58	3
0.31	0.1	0.41	0.42	0.75	4
0.29	0.15	0.33	0.66	0.08	1
0.3	0.2	0.52	0.3	0.53	3
0.28	0.16	0.69	0.33	0.78	4
0.255	0.18	0.5	0.4	0.1	1
0.265	0.06	0.57	0.75	0.1	2
0.275	0.1	0.72	0.1	0.3	2
0.245	0.1	0.71	0.26	0.2	1
0.295	0.2	0.86	0.44	0.28	2
0.32	0.12	0.79	0.76	0.24	2
0.295	0.25	0.26	0.12	0.67	3
0.315	0.32	0.29	0.29	0.62	3
0.25	0.29	0.15	0.48	0.26	2
0.27	0.1	0.1	0.7	0.25	2
0.248	0.3	0.31	0.2	0.03	1
0.325	0.25	0.38	0.31	0.79	4
0.27	0.31	0.32	0.41	0.28	2
0.29	0.29	0.4	0.78	0.18	2
0.29	0.3	0.52	0.09	0.67	3
0.258	0.28	0.64	0.29	0.56	3
0.32	0.255	0.55	0.78	0.34	3
0.251	0.265	0.57	0.6	0.09	1
0.288	0.31	0.79	0.23	0.24	2
0.323	0.32	0.89	0.32	0.8	4
0.255	0.305	0.86	0.62	0.15	2
0.295	0.25	0.73	0.77	0.19	2
0.258	0.25	0.295	0.33	0.77	4
0.29	0.25	0.29	0.29	0.57	3
0.243	0.27	0.08	0.42	0.29	2
0.27	0.28	0.18	0.48	0.26	2
0.299	0.32	0.31	0.33	0.87	4
0.3	0.27	0.31	0.31	0.54	3
0.245	0.26	0.38	0.49	0.27	2
0.295	0.29	0.31	0.76	0.1	2
0.29	0.3	0.56	0.25	0.67	3
0.26	0.28	0.6	0.29	0.59	3
0.305	0.255	0.63	0.4	0.54	3
0.32	0.27	0.52	0.81	0.3	3
0.299	0.295	0.8	0.37	0.84	4
0.276	0.255	0.81	0.27	0.33	2
0.258	0.31	0.88	0.4	0.3	2
0.32	0.28	0.72	0.89	0.58	4
0.329	0.55	0.02	0.4	0.79	4
0.295	0.59	0.29	0.31	0.55	3
0.285	0.64	0.18	0.61	0.45	3
0.265	0.6	0.28	0.66	0.07	1
0.315	0.69	0.28	0.8	0.7	4
0.28	0.78	0.44	0.17	0.66	3
0.325	0.61	0.46	0.32	0.81	4
0.28	0.65	0.4	0.65	0.13	2
0.255	0.75	0.35	0.72	0.25	2
0.305	0.55	0.5	0.11	0.333	2
0.3	0.85	0.54	0.25	0.83	3
0.325	0.9	0.52	0.49	0.76	4
0.312	0.8	0.67	0.92	0.5	4
0.299	0.7	0.95	0.22	0.66	4
0.265	0.76	0.8	0.28	0.28	2
0.255	0.72	0.72	0.63	0.14	2
0.295	0.6	0.72	0.88	0.28	3
0.39	0.05	0.02	0.06	0.34	2
0.4	0.18	0.26	0.26	0.67	3
0.45	0.04	0.18	0.55	0.07	1
0.48	0.12	0.28	0.7	0.71	4
0.4	0.12	0.41	0.1	0.65	3
0.41	0.18	0.33	0.31	0.5	3
0.38	0.1	0.4	0.48	0.26	2
0.37	0.06	0.32	0.78	0.1	2
0.41	0.09	0.58	0.18	0.58	3
0.38	0.01	0.53	0.27	0.3	2
0.33	0.04	0.5	0.55	0.1	1
0.42	0.15	0.66	0.78	0.4	3
0.44	0.08	0.8	0.22	0.56	3
0.39	0.15	0.81	0.22	0.29	2
0.42	0.21	0.87	0.56	0.48	3
0.46	0.2	0.76	0.95	0.65	4
0.365	0.243	0.19	0.24	0.35	2
0.33	0.27	0.2	0.33	0.1	1
0.345	0.299	0.1	0.64	0.13	2
0.48	0.3	0.15	0.65	0.77	4
0.49	0.245	0.38	0.14	0.86	4
0.334	0.295	0.33	0.32	0.3	2
0.36	0.29	0.37	0.48	0.13	1
0.39	0.26	0.39	0.77	0.14	2
0.43	0.305	0.51	0.09	0.64	3
0.44	0.32	0.55	0.33	0.52	3
0.45	0.299	0.63	0.36	0.51	3
0.495	0.276	0.58	0.77	0.83	4
0.465	0.258	0.73	0.18	0.59	3
0.475	0.32	0.79	0.31	0.54	3
0.348	0.329	0.83	0.61	0.18	2
0.385	0.26	0.76	0.84	0.3	3
0.445	0.39	0.02	0.24	0.88	4
0.43	0.45	0.27	0.27	0.89	4
0.33	0.34	0.1	0.49	0.12	1
0.4	0.33	0.12	0.3	0.9	4
0.34	0.4	0.38	0.2	0.61	3
0.38	0.36	0.46	0.49	0.78	4
0.35	0.38	0.32	0.6	0.16	2
0.41	0.49	0.34	0.21	0.92	4
0.42	0.36	0.63	0.04	0.25	2
0.43	0.38	0.62	0.33	0.49	3
0.44	0.33	0.59	0.53	0.85	4
0.4	0.42	0.58	0.75	0.16	2
0.46	0.44	0.89	0.12	0.66	3
0.38	0.39	0.79	0.33	0.3	2
0.39	0.42	0.83	0.65	0.19	2
0.49	0.34	0.88	0.75	0.71	4
0.46	0.64	0.22	0.22	0.6	3
0.44	0.55	0.11	0.26	0.83	4
0.365	0.68	0.1	0.63	0.18	2
0.45	0.65	0.19	0.99	0.55	4
0.46	0.78	0.38	0.24	0.89	4
0.37	0.55	0.41	0.29	0.3	2
0.38	0.59	0.31	0.62	0.2	2
0.49	0.64	0.34	0.78	0.21	2
0.495	0.82	0.67	0.01	0.93	4
0.44	0.69	0.61	0.29	0.57	3
0.365	0.57	0.59	0.55	0.25	2
0.49	0.9	0.52	0.9	0.47	4
0.445	0.7	0.82	0.16	0.64	3
0.42	0.7	0.72	0.3	0.8	4
0.37	0.6	0.77	0.4	0.5	3
0.4	0.61	0.71	0.88	0.67	4
0.6	0.14	0.22	0.11	0.66	3
0.55	0.1	0.27	0.25	0.29	2
0.68	0.19	0.19	0.48	0.1	1
0.73	0.2	0.07	0.72	0.26	2
0.78	0.15	0.38	0.18	0.63	3
0.55	0.1	0.34	0.3	0.1	1
0.59	0.18	0.31	0.55	0.09	1
0.64	0.09	0.33	0.65	0.5	3
0.6	0.19	0.55	0.08	0.1	1
0.69	0.02	0.62	0.3	0.29	2
0.78	0.21	0.68	0.65	0.75	4
0.62	0.14	0.52	0.81	0.15	2
0.7	0.18	0.88	0.09	0.66	3
0.75	0.015	0.78	0.31	0.53	3
0.55	0.17	0.71	0.48	0.11	1
0.85	0.05	0.91	0.8	0.68	4
0.78	0.27	0.13	0.14	0.62	3
0.8	0.29	0.06	0.31	0.51	3
0.9	0.26	0.19	0.58	0.79	4
0.76	0.258	0.07	0.83	0.34	3
0.72	0.32	0.48	0.2	0.6	3
0.6	0.251	0.39	0.29	0.3	2
0.52	0.288	0.32	0.5	0.3	2
0.6	0.31	0.31	0.87	0.58	4
0.51	0.255	0.55	0.17	0.64	3
0.58	0.295	0.62	0.28	0.3	2
0.61	0.258	0.56	0.62	0.24	2
0.77	0.267	0.59	0.78	0.28	3
0.79	0.28	0.88	0.2	0.66	3
0.68	0.27	0.78	0.31	0.57	3
0.58	0.299	0.73	0.63	0.21	2
0.77	0.29	0.74	0.82	0.68	4
0.71	0.475	0.13	0.23	0.59	3
0.58	0.348	0.06	0.29	0.31	2
0.88	0.335	0.19	0.55	0.78	4
0.99	0.49	0.07	0.7	0.69	4
0.73	0.43	0.32	0.12	0.65	3
0.61	0.33	0.36	0.28	0.28	2
0.51	0.4	0.4	0.59	0.23	2
0.83	0.44	0.49	0.91	0.66	4
0.66	0.38	0.55	0.15	0.62	3
0.58	0.35	0.51	0.27	0.3	2
0.523	0.41	0.55	0.6	0.22	2
0.66	0.36	0.56	0.4	0.83	4
0.62	0.37	0.81	0.13	0.64	3
0.52	0.44	0.82	0.3	0.52	3
0.5	0.4	0.73	0.62	0.2	2
0.71	0.46	0.95	0.78	0.86	4
0.64	0.55	0.15	0.18	0.63	3
0.52	0.85	0.06	0.27	0.25	2
0.62	0.62	0.24	0.65	0.25	3
0.91	0.58	0.26	0.89	0.88	4
0.62	0.67	0.39	0.1	0.66	3
0.58	0.58	0.31	0.29	0.29	2
0.89	0.68	0.49	0.65	0.9	4
0.72	0.6	0.45	0.79	0.45	3
0.68	0.63	0.65	0.09	0.66	3
0.56	0.6	0.6	0.31	0.5	3
0.54	0.51	0.55	0.64	0.19	2
0.61	0.78	0.69	0.92	0.58	4
0.78	0.61	0.71	0.19	0.6	3
0.54	0.82	0.71	0.29	0.77	4
0.5	0.75	0.81	0.61	0.26	3
0.66	0.9	0.76	0.87	0.74	4
